line_num,color_patch,cie_lstar,cie_astar,cie_bstar,rank,inhull,numhulls,dist0,dist1,dist2
1421,PANTONE 2290 C,81.05,-36.49,75.12,0.0,False,0,0.453890927962,21.1490732657,44.8097693994
1413,PANTONE 373 C,87.2,-24.22,54.3,0.0,False,0,0.468077440593,10.2364122628,30.4142625959
1257,PANTONE 5467 C,22.5,-12.01,0.31,0.0,False,0,0.73953336578,6.10207949578,16.9880391964
1258,PANTONE 621 C,85.14,-6.69,0.28,0.0,False,0,0.481452334168,1.03672913919,6.89629133623
1264,PANTONE 627 C,19.16,-15.1,-0.07,0.0,False,0,3.20630628606,7.55835296167,16.6533438425
1265,PANTONE 331 C,86.89,-22.78,-2.57,0.0,False,0,0.345758923525,10.921621779,15.7522150426
1266,PANTONE 332 C,83.39,-32.57,-3.48,0.0,False,0,0.555274911354,15.1436199466,25.0352385767
1267,PANTONE 333 C,77.11,-48.17,-4.34,0.0,False,0,0.832688311606,22.6463686164,39.9926619816
1268,PANTONE Green C,57.4,-78.33,0.12,0.0,False,0,2.04980688714,43.8486865769,68.2112752159
1272,PANTONE 2239 C,72.75,-55.75,-3.98,0.0,False,0,0.660441813455,27.1095910014,47.0933002973
1273,PANTONE 2240 C,66.87,-66.5,-2.77,0.0,False,0,0.714359568095,34.3837792478,57.2135780152
1414,PANTONE 374 C,85.4,-28.51,61.72,0.0,False,0,0.161426721603,13.6963058632,35.4419635382
1278,PANTONE 2245 C,46.21,-70.5,10.71,0.0,False,0,3.33304700339,46.4077657361,60.6626535331
1306,PANTONE 2252 C,54.24,-79.21,29.6,0.0,False,0,2.0494099556,67.0470811746,74.9653559554
1312,PANTONE 2418 C,44.87,-68.5,18.39,0.0,False,0,2.61955753754,51.3229944976,60.5988633642
1375,PANTONE 2272 C,55.82,-56.43,51.56,0.0,False,0,0.806506459653,53.6674772082,61.3287230262
1378,PANTONE 2421 C,63.15,-59.64,65.68,0.0,False,0,4.27086780296,50.7213491162,68.8217615995
1380,PANTONE 2423 C,57.89,-72.16,49.08,0.0,False,0,1.76091643658,65.9119837359,76.1264997978
1381,PANTONE 2424 C,55.94,-52.99,54.9,0.0,False,0,1.68607207807,50.51290829,58.8458645833
